CMDLINE 'c:\users\natan rodovalho\appdata\local\programs\python\python35\python.exe' Trabalho1.py
MEM 0.546875 1561404075.6388
MEM 10.050781 1561404075.7397
MEM 13.636719 1561404075.8407
MEM 17.164062 1561404075.9416
MEM 19.910156 1561404076.0425
MEM 23.878906 1561404076.1435
MEM 27.949219 1561404076.2444
MEM 29.929688 1561404076.3454
MEM 32.718750 1561404076.4463
MEM 35.304688 1561404076.5472
MEM 38.621094 1561404076.6482
MEM 39.046875 1561404076.7491
MEM 40.093750 1561404076.8501
MEM 42.636719 1561404076.9510
MEM 42.683594 1561404077.0519
MEM 42.683594 1561404077.1527
MEM 42.683594 1561404077.2532
MEM 42.683594 1561404077.3541
MEM 42.683594 1561404077.4550
MEM 42.683594 1561404077.5560
MEM 42.683594 1561404077.6569
MEM 42.683594 1561404077.7579
MEM 42.683594 1561404077.8588
MEM 42.683594 1561404077.9598
MEM 42.683594 1561404078.0598
MEM 42.683594 1561404078.1608
MEM 42.683594 1561404078.2618
MEM 42.683594 1561404078.3627
MEM 42.683594 1561404078.4637
MEM 42.683594 1561404078.5646
MEM 42.683594 1561404078.6655
MEM 42.683594 1561404078.7665
MEM 42.683594 1561404078.8670
MEM 42.683594 1561404078.9680
MEM 42.683594 1561404079.0689
MEM 42.683594 1561404079.1698
MEM 42.683594 1561404079.2708
MEM 44.859375 1561404079.3717
MEM 48.496094 1561404079.4726
MEM 52.605469 1561404079.5736
MEM 58.597656 1561404079.6745
MEM 64.218750 1561404079.7754
MEM 66.734375 1561404079.8764
MEM 69.542969 1561404079.9773
MEM 71.238281 1561404080.0783
MEM 72.746094 1561404080.1792
MEM 74.640625 1561404080.2801
MEM 76.437500 1561404080.3811
MEM 77.261719 1561404080.4820
MEM 80.402344 1561404080.5830
MEM 81.140625 1561404080.6839
MEM 82.667969 1561404080.7848
MEM 89.546875 1561404080.8858
MEM 89.546875 1561404080.9867
MEM 89.566406 1561404081.0872
MEM 89.566406 1561404081.1881
MEM 89.566406 1561404081.2890
MEM 89.566406 1561404081.3900
MEM 89.566406 1561404081.4909
MEM 89.566406 1561404081.5919
MEM 89.566406 1561404081.6928
MEM 89.566406 1561404081.7937
MEM 89.566406 1561404081.8947
MEM 89.566406 1561404081.9947
MEM 89.566406 1561404082.0957
MEM 89.566406 1561404082.1961
MEM 89.566406 1561404082.2966
MEM 82.195312 1561404082.3975
MEM 82.195312 1561404082.4984
MEM 82.195312 1561404082.5994
MEM 82.347656 1561404082.7003
MEM 82.347656 1561404082.8013
MEM 82.347656 1561404082.9022
MEM 82.347656 1561404083.0032
MEM 82.347656 1561404083.1041
MEM 82.347656 1561404083.2051
MEM 82.347656 1561404083.3060
MEM 82.347656 1561404083.4069
MEM 82.347656 1561404083.5079
MEM 82.347656 1561404083.6088
MEM 82.347656 1561404083.7098
MEM 82.347656 1561404083.8107
MEM 82.347656 1561404083.9116
MEM 82.347656 1561404084.0126
MEM 82.347656 1561404084.1135
MEM 82.347656 1561404084.2144
MEM 82.347656 1561404084.3224
MEM 82.347656 1561404084.4228
MEM 82.347656 1561404084.5238
MEM 82.347656 1561404084.6247
MEM 82.347656 1561404084.7256
MEM 82.347656 1561404084.8266
MEM 82.347656 1561404084.9275
MEM 82.347656 1561404085.0285
MEM 82.347656 1561404085.1294
MEM 82.347656 1561404085.2303
MEM 82.347656 1561404085.3311
MEM 82.347656 1561404085.4321
MEM 82.347656 1561404085.5330
MEM 82.347656 1561404085.6339
MEM 82.347656 1561404085.7349
MEM 82.347656 1561404085.8358
MEM 82.347656 1561404085.9448
MEM 82.347656 1561404086.0457
MEM 82.347656 1561404086.1466
MEM 82.347656 1561404086.2476
MEM 82.347656 1561404086.3485
MEM 82.347656 1561404086.4494
MEM 82.347656 1561404086.5504
MEM 82.347656 1561404086.6513
MEM 82.347656 1561404086.7523
MEM 82.347656 1561404086.8532
MEM 82.347656 1561404086.9541
MEM 82.347656 1561404087.0551
MEM 82.347656 1561404087.1560
MEM 82.347656 1561404087.2569
MEM 82.347656 1561404087.3579
MEM 82.347656 1561404087.4588
MEM 82.347656 1561404087.5598
MEM 82.347656 1561404087.6607
MEM 82.347656 1561404087.7617
MEM 82.347656 1561404087.8626
MEM 82.347656 1561404087.9635
MEM 82.347656 1561404088.0645
MEM 82.347656 1561404088.1654
MEM 82.347656 1561404088.2663
MEM 82.347656 1561404088.3673
MEM 82.347656 1561404088.4677
MEM 82.347656 1561404088.5687
MEM 82.347656 1561404088.6696
MEM 82.347656 1561404088.7706
MEM 82.347656 1561404088.8715
MEM 82.347656 1561404088.9724
MEM 82.347656 1561404089.0734
MEM 82.347656 1561404089.1743
MEM 82.347656 1561404089.2752
MEM 82.347656 1561404089.3762
MEM 82.347656 1561404089.4771
MEM 82.347656 1561404089.5781
MEM 82.347656 1561404089.6840
MEM 82.347656 1561404089.7849
MEM 82.347656 1561404089.8859
MEM 82.347656 1561404089.9868
MEM 82.347656 1561404090.0877
MEM 82.347656 1561404090.1887
MEM 82.347656 1561404090.2891
MEM 82.347656 1561404090.3901
MEM 82.347656 1561404090.4910
MEM 82.347656 1561404090.5920
MEM 82.347656 1561404090.6929
MEM 82.347656 1561404090.7938
MEM 82.347656 1561404090.8948
MEM 82.347656 1561404090.9957
MEM 82.347656 1561404091.0966
MEM 82.347656 1561404091.1976
MEM 82.347656 1561404091.2985
MEM 82.347656 1561404091.3995
MEM 82.347656 1561404091.5004
MEM 82.347656 1561404091.6013
MEM 82.347656 1561404091.7023
MEM 82.347656 1561404091.8032
MEM 82.347656 1561404091.9041
MEM 82.347656 1561404092.0051
MEM 82.347656 1561404092.1051
MEM 82.347656 1561404092.2056
MEM 82.347656 1561404092.3065
MEM 82.347656 1561404092.4074
MEM 82.347656 1561404092.5084
MEM 82.347656 1561404092.6093
MEM 82.347656 1561404092.7103
MEM 82.347656 1561404092.8112
MEM 82.347656 1561404092.9121
MEM 82.347656 1561404093.0131
MEM 82.347656 1561404093.1140
MEM 82.347656 1561404093.2145
MEM 82.347656 1561404093.3154
MEM 82.347656 1561404093.4163
MEM 82.347656 1561404093.5173
MEM 82.347656 1561404093.6182
MEM 82.347656 1561404093.7192
MEM 82.347656 1561404093.8201
MEM 82.347656 1561404093.9210
MEM 82.347656 1561404094.0220
MEM 82.347656 1561404094.1229
MEM 82.347656 1561404094.2239
MEM 82.347656 1561404094.3248
MEM 82.347656 1561404094.4257
MEM 82.347656 1561404094.5267
MEM 82.347656 1561404094.6276
MEM 82.347656 1561404094.7285
MEM 82.347656 1561404094.8295
MEM 82.347656 1561404094.9304
MEM 82.347656 1561404095.0314
MEM 82.347656 1561404095.1323
MEM 82.347656 1561404095.2328
MEM 82.347656 1561404095.3337
MEM 82.347656 1561404095.4346
MEM 82.347656 1561404095.5356
MEM 82.347656 1561404095.6365
MEM 82.347656 1561404095.7374
MEM 82.347656 1561404095.8376
MEM 82.347656 1561404095.9386
MEM 82.347656 1561404096.0395
MEM 82.347656 1561404096.1404
MEM 82.347656 1561404096.2409
MEM 82.347656 1561404096.3418
MEM 82.347656 1561404096.4428
MEM 82.347656 1561404096.5437
MEM 82.347656 1561404096.6446
MEM 82.347656 1561404096.7456
MEM 82.347656 1561404096.8465
MEM 82.347656 1561404096.9475
MEM 82.347656 1561404097.0484
MEM 82.347656 1561404097.1493
MEM 82.347656 1561404097.2503
MEM 82.347656 1561404097.3512
MEM 82.347656 1561404097.4522
MEM 82.347656 1561404097.5531
MEM 82.347656 1561404097.6540
MEM 82.347656 1561404097.7610
MEM 82.347656 1561404097.8649
MEM 82.347656 1561404097.9828
MEM 82.347656 1561404098.0928
MEM 82.347656 1561404098.1928
MEM 82.347656 1561404098.2933
MEM 82.347656 1561404098.3938
MEM 82.347656 1561404098.4947
MEM 82.347656 1561404098.5957
MEM 82.347656 1561404098.6966
MEM 82.347656 1561404098.7975
MEM 82.347656 1561404098.8985
MEM 82.347656 1561404098.9994
MEM 82.347656 1561404099.1003
MEM 82.347656 1561404099.2013
MEM 82.347656 1561404099.3018
MEM 82.347656 1561404099.4022
MEM 82.347656 1561404099.5027
MEM 82.347656 1561404099.6030
MEM 82.347656 1561404099.7039
MEM 82.347656 1561404099.8049
MEM 82.347656 1561404099.9058
MEM 82.347656 1561404100.0067
MEM 82.347656 1561404100.1077
MEM 82.347656 1561404100.2086
MEM 82.347656 1561404100.3095
MEM 82.347656 1561404100.4105
MEM 82.347656 1561404100.5114
MEM 82.347656 1561404100.6124
MEM 82.347656 1561404100.7133
MEM 82.347656 1561404100.8142
MEM 82.347656 1561404100.9152
MEM 82.347656 1561404101.0161
MEM 82.347656 1561404101.1171
MEM 82.347656 1561404101.2180
MEM 82.347656 1561404101.3189
MEM 82.347656 1561404101.4199
MEM 82.347656 1561404101.5208
MEM 82.347656 1561404101.6217
MEM 82.347656 1561404101.7227
MEM 82.347656 1561404101.8236
MEM 82.347656 1561404101.9246
MEM 82.347656 1561404102.0255
MEM 82.347656 1561404102.1264
MEM 82.347656 1561404102.2274
MEM 82.347656 1561404102.3279
MEM 82.347656 1561404102.4283
MEM 82.347656 1561404102.5293
MEM 82.347656 1561404102.6302
MEM 82.347656 1561404102.7311
MEM 82.347656 1561404102.8321
MEM 82.347656 1561404102.9330
MEM 82.347656 1561404103.0340
MEM 82.347656 1561404103.1349
MEM 82.347656 1561404103.2358
MEM 82.347656 1561404103.3368
MEM 82.347656 1561404103.4372
MEM 82.347656 1561404103.5382
MEM 82.347656 1561404103.6391
MEM 82.347656 1561404103.7400
MEM 82.347656 1561404103.8410
MEM 82.347656 1561404103.9419
MEM 82.347656 1561404104.0429
MEM 82.347656 1561404104.1438
MEM 82.347656 1561404104.2447
MEM 82.347656 1561404104.3457
MEM 82.347656 1561404104.4461
MEM 82.347656 1561404104.5471
MEM 82.347656 1561404104.6480
MEM 82.347656 1561404104.7490
MEM 82.347656 1561404104.8499
MEM 82.347656 1561404104.9508
MEM 82.347656 1561404105.0518
MEM 82.347656 1561404105.1527
MEM 82.347656 1561404105.2536
MEM 82.347656 1561404105.3546
